Date,Open,High,Low,Close,Adj Close,Volume,Returns,Volume_Change,Price_Range,Price_Change,Log_Volume,MA_5,MA_20,Volume_MA_5,Volume_MA_20,Volatility_5,Volatility_20,Ticker,ArticleCount,Tone,Polarity,WordCount,ArticleCount_MA_3,ArticleCount_Sum_3,ArticleCount_Max_3,ArticleCount_Std_3,Tone_MA_3,Tone_Min_3,Tone_Max_3,Tone_Std_3,Polarity_MA_3,WordCount_MA_3,WordCount_Sum_3,ArticleCount_MA_7,ArticleCount_Sum_7,ArticleCount_Max_7,ArticleCount_Std_7,Tone_MA_7,Tone_Min_7,Tone_Max_7,Tone_Std_7,Polarity_MA_7,WordCount_MA_7,WordCount_Sum_7,ArticleCount_MA_14,ArticleCount_Sum_14,ArticleCount_Max_14,ArticleCount_Std_14,Tone_MA_14,Tone_Min_14,Tone_Max_14,Tone_Std_14,Polarity_MA_14,WordCount_MA_14,WordCount_Sum_14,ArticleCount_MA_30,ArticleCount_Sum_30,ArticleCount_Max_30,ArticleCount_Std_30,Tone_MA_30,Tone_Min_30,Tone_Max_30,Tone_Std_30,Polarity_MA_30,WordCount_MA_30,WordCount_Sum_30,High_Coverage,Negative_Tone,Very_Negative_Tone,High_Polarity,Days_Since_Coverage,ArticleCount_Lag_1,ArticleCount_Lag_2,ArticleCount_Lag_3,ArticleCount_Lag_5,ArticleCount_Lag_7,Tone_Lag_1,Tone_Lag_2,Tone_Lag_3,Tone_Lag_5,Tone_Lag_7,Polarity_Lag_1,Polarity_Lag_2,Polarity_Lag_3,Polarity_Lag_5,Polarity_Lag_7,WordCount_Lag_1,WordCount_Lag_2,WordCount_Lag_3,WordCount_Lag_5,WordCount_Lag_7,High_Coverage_Lag_1,High_Coverage_Lag_2,High_Coverage_Lag_3,High_Coverage_Lag_5,High_Coverage_Lag_7,Negative_Tone_Lag_1,Negative_Tone_Lag_2,Negative_Tone_Lag_3,Negative_Tone_Lag_5,Negative_Tone_Lag_7,Very_Negative_Tone_Lag_1,Very_Negative_Tone_Lag_2,Very_Negative_Tone_Lag_3,Very_Negative_Tone_Lag_5,Very_Negative_Tone_Lag_7,Returns_Lag_1,Returns_Lag_2,Returns_Lag_3,Returns_Lag_5,Returns_Lag_7,Volume_Change_Lag_1,Volume_Change_Lag_2,Volume_Change_Lag_3,Volume_Change_Lag_5,Volume_Change_Lag_7,Volatility_5_Lag_1,Volatility_5_Lag_2,Volatility_5_Lag_3,Volatility_5_Lag_5,Volatility_5_Lag_7,Price_Range_Lag_1,Price_Range_Lag_2,Price_Range_Lag_3,Price_Range_Lag_5,Price_Range_Lag_7,Volume_Spike,Price_Drop,Major_Event,Pre_Event_Window,Event_Day,Post_Event_Window
2013-12-24,8.31,8.51,8.31,8.45,8.45,456800,0.014405762304921854,-0.6107039372762911,0.023668639053254354,0.016847172081828975,13.032003126463398,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.038415366146458615,,,,,0,0,0,0,0,0
2013-12-26,8.46,8.61,8.46,8.61,8.61,908200,0.018934911242603603,0.9881786339754817,0.017421602787456282,0.01773049645390054,13.719220998724438,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.014405762304921854,,,,,-0.6107039372762911,,,,,,,,,,0.023668639053254354,0.038415366146458615,,,,0,0,0,0,0,0
2013-12-27,8.66,8.9,8.63,8.82,8.82,538000,0.024390243902439046,-0.4076194670777362,0.030612244897959134,0.018475750577367223,13.195615697878253,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.018934911242603603,0.014405762304921854,,,,0.9881786339754817,-0.6107039372762911,,,,,,,,,0.017421602787456282,0.023668639053254354,0.038415366146458615,,,0,0,0,0,0,0
2013-12-30,8.86,8.95,8.78,8.88,8.88,820200,0.006802721088435382,0.52453531598513,0.019144144144144136,0.0022573363431152766,13.617304711154178,8.618,,779320.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.024390243902439046,0.018934911242603603,0.014405762304921854,,,-0.4076194670777362,0.9881786339754817,-0.6107039372762911,,,,,,,,0.030612244897959134,0.017421602787456282,0.023668639053254354,,,0,0,0,0,0,0
2013-12-31,8.83,8.95,8.8,8.85,8.85,617700,-0.0033783783783785104,-0.2468910021945867,0.01694915254237272,0.002265005662514108,13.333759800591535,8.722,,668180.0,0.0,0.010847097936754882,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.006802721088435382,0.024390243902439046,0.018934911242603603,,,0.52453531598513,-0.4076194670777362,0.9881786339754817,,,,,,,,0.019144144144144136,0.030612244897959134,0.017421602787456282,0.038415366146458615,,0,0,0,0,0,0
2014-01-02,8.84,8.91,8.55,8.79,8.79,1143500,-0.006779661016949157,0.8512222761858508,0.04095563139931734,-0.005656108597285148,13.94960516695268,8.79,,805520.0,0.0,0.013578950145274007,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-0.0033783783783785104,0.006802721088435382,0.024390243902439046,0.014405762304921854,,-0.2468910021945867,0.52453531598513,-0.4076194670777362,-0.6107039372762911,,0.010847097936754882,,,,,0.01694915254237272,0.019144144144144136,0.030612244897959134,0.023668639053254354,,0,0,0,0,0,0
2014-01-03,8.79,8.89,8.47,8.48,8.48,743300,-0.03526734926052322,-0.34997813729777005,0.04952830188679244,-0.03526734926052318,13.518856356064289,8.764,,772540.0,0.0,0.021804883644424677,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006779661016949157,-0.0033783783783785104,0.006802721088435382,0.018934911242603603,,0.8512222761858508,-0.2468910021945867,0.52453531598513,0.9881786339754817,,0.013578950145274007,0.010847097936754882,,,,0.04095563139931734,0.01694915254237272,0.019144144144144136,0.017421602787456282,0.038415366146458615,0,1,0,0,0,0
2014-01-06,8.5,8.59,8.28,8.34,8.34,1039400,-0.01650943396226423,0.3983586707924123,0.037170263788968885,-0.01882352941176472,13.854155143649532,8.668,,872820.0,0.0,0.01590669566551761,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03526734926052322,-0.006779661016949157,-0.0033783783783785104,0.024390243902439046,0.014405762304921854,-0.34997813729777005,0.8512222761858508,-0.2468910021945867,-0.4076194670777362,-0.6107039372762911,0.021804883644424677,0.013578950145274007,0.010847097936754882,,,0.04952830188679244,0.04095563139931734,0.01694915254237272,0.030612244897959134,0.023668639053254354,0,0,0,0,0,0
2014-01-07,8.35,8.45,8.2,8.44,8.44,1357200,0.011990407673860837,0.3057533192226285,0.02962085308056872,0.010778443113772438,14.120935048703023,8.579999999999998,,980220.0,0.0,0.0174542655026711,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01650943396226423,-0.03526734926052322,-0.006779661016949157,0.006802721088435382,0.018934911242603603,0.3983586707924123,-0.34997813729777005,0.8512222761858508,0.52453531598513,0.9881786339754817,0.01590669566551761,0.021804883644424677,0.013578950145274007,,,0.037170263788968885,0.04952830188679244,0.04095563139931734,0.019144144144144136,0.017421602787456282,0,0,0,0,0,0
2014-01-08,8.47,8.64,8.39,8.48,8.48,725900,0.004739336492891155,-0.465148835838491,0.029481132075471695,0.0011806375442738827,13.495168920872203,8.506,,1001860.0,0.0,0.018565073093728852,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011990407673860837,-0.01650943396226423,-0.03526734926052322,-0.0033783783783785104,0.024390243902439046,0.3057533192226285,0.3983586707924123,-0.34997813729777005,-0.2468910021945867,-0.4076194670777362,0.0174542655026711,0.01590669566551761,0.021804883644424677,0.010847097936754882,,0.02962085308056872,0.037170263788968885,0.04952830188679244,0.01694915254237272,0.030612244897959134,0,0,0,0,0,0
